artifact_id;pdf_name;page_num;numero_inventaire;type;description_texte_long;materiel;periode;dimensions;nom_musee_auction;etat;note;lien_ok
0-آثارنا المنهوبة_15_p007_def7f6ce;0-آثارنا المنهوبة_15.pdf;7;7;مسرجة;مسرجة البرونز لها مقبض الى األعلى ينتهي بكتلة، على شكل ثور في هيئة القفز إلى الأمام، وساقيه الأمامية مرفوعة والرقبة غليظة، أما القرون مقوسة، وأسفل المقبض يوجد وعاء صب زيت اإلنارة.;برونز;القرن الثالث- الثاني قبل الميالد;"ارتفاع33 سم؛ طول مقدمة الثور11 سم واملصباح17.5 سم";LOT - ART;جيدة جداً;;https://www.lot-art.com/auction/south_arabian_archaeological-03.10.23-OIL-BRONZE-SOUTH-ARABIAN-LAMP/498a7
0-آثارنا المنهوبة_15_p008_6bee6ec6;0-آثارنا المنهوبة_15.pdf;8;8;مبخرة;مبخرة من البرونز ترتكز على قاعدة مستديرة الشكل، يرتفع منها جزء مستطيل يبرز من أعلاه خمسة مسننات، نُحت عليه من الخارج شكلي القرص والهلال، يتقدمه تمثال صغير لحيوان الوعل بقرون مستديرة نحو الخلف ومتصلة بمؤخرة رأس الوعل ويقف على قاعدة صغيرة مستطيلة.;برونز;القرن الرابع- الثالث قبل الميلاد;ارتفاع 22 سم;LOT - ART;ممتازة;;https://www.lotart.com/auction/03.10.23-south-arabian-incense-burner/7158
0-آثارنا المنهوبة_15_p009_916ab2dc;0-آثارنا المنهوبة_15.pdf;9;9;تمثال;تمثال خرافي لحيوان مجنح واضح الملامح، على شكل أسد وبرأس آدمي، يقف على أربعة أرجل. له قاعدة مستطيلة الشكل. على الأس غطاء دائري به بروز إلى الأمام بما يشبه الطاقية. وجناحان مرفوعان إلى الأعلى.;برونز;الفترة الهلنستية، القرن الرابع- القرن الثاني ق.م.;ارتفاع 20 سم;LOT - ART;جيدة جدا;;https://www.lot-art.com/auction/03.10.23/south_arabian-archaeological-BRONZE-SPHINX/7149
0-آثارنا المنهوبة_15_p010_8edd6db0;0-آثارنا المنهوبة_15.pdf;10;10;وعاء معدني;وعاء معدني برونزي ذو لون بني، به مناظر مرسومة من الداخل عبارة عن زخارف بأشكال مختلفة، آدمية وحيوانية كالثعبان ونباتية كشجرة النخيل، نُحتت بشكل بارز.;برونز;الفترة الهلنستية، القرن الرابع- القرن الثاني ق.م.;قطر 13.6 سم;LOT - ART;جيدة;;https://www.lot-archaeological-south-arabian-bowl/72010
0-آثارنا المنهوبة_15_p011_49b777d2;0-آثارنا المنهوبة_15.pdf;11;11;شاهد قبر;منحوتة من المرمر على شكل شاهد قبر نصفي مشطوف من الجنب لإمرأة، يبرز منه الجزء العلوي للجسد، نُحتت مالمحه بشكل بارز، تمسك بيدها اليسرى سنبلة، أما اليمنى مكسورة ومرفوعة بوضعية التحية (السالم)، ويوجد أسفل الشاهد نقش بخط المسند مكون من سطر واحد على الأرجح هو اسم المتوفية (ن أ د ت / ض غ)، إال أن الشاهد يعاني من كسر مفقود من جهة اليد اليمنى.;حجر مرمر;القرن األول امليالدي;ارتفاع27.5 سم.;LOT - ART;جيدة;مفقود من جهة اليد اليمنى.;https://www.lot-art.com/auction/lots/A-STATUE-OF-A-SOUTH-ARABIAN-LADY/711-03.10.23-south_archaeological
0-آثارنا المنهوبة_15_p012_e87323e2;0-آثارنا المنهوبة_15.pdf;12;12;لوحة جدارية تبرز منها رأس ثور;منحوته جدارية على شكل لوحة من حجر الألبستر، يبرز منها رأس ثور بملامح وجه واضحة، وعينان بارزتان وعلى جانبي الرأس تبرز الأذنان ويظهر القرنان بشكل كبير في أعلى رأس الثور، ويوجد أسفل اللوحة نقش بخط المسند مكون من سطرين على الأرجح كالتالي: 1- (م ع م ر / ك ل ب ن / ب) 2- (ن / س3 ن ح م).;حجر مرمر;القرن الأول الميلادي;ارتفاع 22.5 سم;LOT - ART;جيدة جداً;;https://www.lot-art.com/auction-lots/A-SOUTH-ARABIAN-ALABASTER-ARCHAEOLOGICAL-HEAD-OF-BULL-WITH-STELLA/712
0-آثارنا المنهوبة_15_p013_0dd4672b;0-آثارنا المنهوبة_15.pdf;13;13;تمثال آدمي إلمرأة;تمثال آدمي إلمرأة من حجر الرخام بمالمح وجه حزينة، تبرز منه بوضوح بأنف بارز، وعينان وحاجبان غائران، وفم حزين نُحت بخط أفقي، ويدان ممدودتان نحو األمام ولكن قد كُ سرتا، يقف التمثال على قاعدة مستطيلة، نُقش على واجهتها نقش بخط املسند مكون من ثالثة أسطر.;حجر الرخام;الفترة الهلنستية، القرن الثالث - القرن الثاني قبل امليالد.;ارتفاع71.5 سم.;LOT - ART;جيدة جداً، بالرغم من تكسر اليدان;;https://www.lot-art.com/auction-lots/A-SOUTH-ARABIAN-ALABASTER-LADY/709-03.10.23-archaeological
0-آثارنا المنهوبة_15_p014_a068dae9;0-آثارنا المنهوبة_15.pdf;14;14;تمثال آدمي;تمثال آدمي من البرونز واقف وواضح الملامح بوضعية الحركة، أطرافه السفلية متباعدة، أما أطرافه العلوية ممدودة إلى الأمام، يمسك بيده اليسرى عصا، ويحيط بجسمه مئزر.;برونز;القرن السادس- الثالث قبل الميلاد;12.3 جرام، 5 بوصات;LOT - ART;ممتازة;;https://www.lot-art.com/auction/timeline-03.9.19-south-arabian-Figure/27314
0-آثارنا المنهوبة_15_p015_9324d7a9;0-آثارنا المنهوبة_15.pdf;15;15;شاهد قبر آدمي;شاهد قبر آدمي من حجر الألبستر مالمح الوجه واضحة بشكل بسيط، بأنف بارز غليظ، وعينان غائرتان محزوزه، أما شفتي الفم فقد نُحتتا بشكل خط واضحة للخارج.;حجر مرمر;300 قبل امليالد;"الطول 190 ملم / العرض 130 ملم؛ 3.81 كجم.";LOT - ART;جيدة;;https://www.lot-art.com/auction/south_arabian_stele/266
0-آثارنا المنهوبة_15_p016_db738e8e;0-آثارنا المنهوبة_15.pdf;16;16;شاهد قبر آدمي;شاهد قبر آدمي ،من حجر األلبستر، بشكل بسيط وتظهر مالمح الوجه بوضوح بأنف بارز غليظ، وعينان غائرتان غير واضحتان، أما شفتي الفم فقد نُحتتا بشكل بارز;حجر مرمر;200 ق.م- 100 م;"الطول 160 ملم / العرض 150 ملم؛ 3.81 كجم";LOT - ART;جيدة;;https://www.lot-art.com/auction/apollo-10.6.23-south_arabian-STELE/26416
0-آثارنا المنهوبة_15_p017_3fa3bd29;0-آثارنا المنهوبة_15.pdf;17;17;شاهد قبر آدمي;شاهد قبر آدمي من الحجر الجيري ، وتظهر ملامح الوجه بوضوح بأنف بارز، وعينان لوزيتان بارزتان، أما الفم فقد نُحت بشكل خط أفقي غائر بسيط. على جبهته حروف بالخط المسند.;حجر جيري;300 قبل امليالد;"الطول 140 ملم / العرض 105 ملم؛ 1.23 كجم.";LOT - ART;جيدة;;https://www.lotart.com/auction-lots/SOUTH-ARABIAN-FACE-STELE/12517
0-آثارنا المنهوبة_15_p018_ef4d7e3a;0-آثارنا المنهوبة_15.pdf;18;18;شاهد قبر آدمي;شاهد قبر آدمي من حجر المرمر، تبرز من أسفله الرقبة مشطوفه ، وتظهر مالمح الوجه بوضوح بأنف بارز، وعينان غائرتان، أما شفتي الفم فقد نُحتتا بشكل بارز وصغير;حجر الألبستر;300 قبل الميلاد;"الطول 165 ملم / العرض 115 ملم؛ 1.7 كجم";LOT - ART;سيئة;;https://www.lot-art.com/auction/apollo-12.3.23-south_arabian-lots/SOUTH-ARABIAN-FACE-ALABASTER-STELE/49318
0-آثارنا المنهوبة_15_p019_fb74bc8b;0-آثارنا المنهوبة_15.pdf;19;19;شاهد قبر آدمي;شاهد قبر آدمي من حجر المرمر، تظهر ملامح الوجه بوضوح بأنف بارز، وعينان غائرتان غير واضحتان، أما شفتي الفم فقد نُحتتا بشكل بارز وصغير.;حجر مرمر;200 ق.م-100 م.;"الطول 185 ملم / العرض 130 ملم؛ 2.36 كجم";LOT - ART;جيدة;تكرر عرضه في نفس المزاد ولكن برابط آخر، (أنظر القائمة رقم 14 القطعة رقم 004 مزاد LOT – ART);https://www.lot-art.com/auction-lots/SOUTH-ARABIAN-ALABASTER-FACE-STELE/265
0-آثارنا المنهوبة_15_p020_79ae21fe;0-آثارنا المنهوبة_15.pdf;20;20;بالطة حجرية;بالطة حجرية جدارية من الحجر الجيري، مستطيلة الشكل، نُفذت عليها زخارف هندسية (مثلثات) مكونة من ثلاث صفوف، تتخللها أحزمة هندسية بأشكال دائرية.;حجر جيري;القرن الثالث قبل الميلاد- القرن الأول الميلادي;"85 × مم50 مم؛ الوزن235 جرام";LOT - ART;جيدة جداً;;https://www.lot-art.com/auction-lots/SOUTH-ARABIAN-stone-tile/483
0-آثارنا المنهوبة_15_p021_5426c41f;0-آثارنا المنهوبة_15.pdf;21;21;تمثال لحيوان الأسد;تمثال لحيوان الأسد من البرونز واضح الملامح، قائم على قاعدة مستطيلة الشكل، على واجهتها يبرز خطان أفقيان، والأسد في وضعية زئير، بملامح وجه ورأس واضحة، يحيط بساقيه حلقتان.;برونز;النصف الثاني من الألفية الأولى قبل الميلاد;"الحجم 300 مم × 140 مم؛ الوزن 2.5 كجم";LOT - ART;ممتازة;;https://www.lot-art.com/auction-lots/SOUTH-ARABIAN-BRONZE-LION-PROTOME/34?apollo17.12.23
0-آثارنا المنهوبة_15_p022_61a0f22c;0-آثارنا المنهوبة_15.pdf;22;22;لوحة جدارية;منحوتة جدارية من حجر المرمر، يبرز منها رأس ثور بملامح وجه واضحة، وعينان جاحظتان، وعلى جانبي الرأس تبرز الأذنان ويظهر القرنان فوقهما، ويوجد أسفل اللوحة نقش بخط المسند مكون من سطر واحد كالتالي: (ع م ع ل ي / ض غ / ع س3 ب).;حجر مرمر;القرن األول قبل امليالد - القرن األول امليالدي;"280 مم × 200 مم؛ الوزن 4.2 كجم";LOT - ART;ممتازة;;https://www.lot-art.com/auction-apollo-17.12.23-south_arabian/BULL-ALABASTER-SOUTH-ARABIAN-lots/STELE/484
0-آثارنا المنهوبة_15_p023_084e2ec4;0-آثارنا المنهوبة_15.pdf;23;23;تمثال لحيوان الجمل;تمثال لحيوان الجمل واضح الملامح ،من حجر المرمر، يتوسط ضهره السنام الرقبة والراس مرفوع لأعلى، يقف على أربعة أرجل فوق قاعدة مستطيلة الشكل;حجر مرمر;300 قبل امليالد- 100 بعد امليالد;"الحجم 200 مم × 250 مم؛ الوزن 2.2 كجم";LOT - ART;ممتازة;;https://www.lotapollo17.12.23-south_arabian-CAMEL/48723
0-آثارنا المنهوبة_15_p024_b1de0c50;0-آثارنا المنهوبة_15.pdf;24;24;مجموعة متنوعة من القطع األثرية;تتألف المجموعة من ذراع (ساعد) آدمية واضحة من البرونز، ومبخرة ثالثية القوائم من البرونز، وكأس بقاعدة دائرية من البرونز، وملعقة صغيرة من البرونز، وعلبة مستحضرات تجميل من المرمر بغطاء غير مطابق، ومبخرة مكعبة الشكل لها أربعة أرجل، وقطعة مستديرة الشكل غير واضحة المالمح غطاء، بالإضافة إلى رقوق من الجلد.;حجر جيري، حجر مرمر، برونز، جلد;;ارتفاع الكأس ثالثي القوائم 1 3/4 بوصة. طول الذراع 13/4 بوصة.;LOT - ART;جيدة جداً;عدد القطع في الصورة عشر (10) قطع.;
0-آثارنا المنهوبة_15_p025_05285547;0-آثارنا المنهوبة_15.pdf;25;25;تمثال آدمي;تمثال آدمي ألمرة ،من البرونز واضح المالمح من خالل الشكل والحركة ، يظهر عليه التأثير الهلنستي، التمثال بوضعية رقص، وهو شبه عاري مكسور من الوسط;برونز;الفترة الهلنستية، القرن الرابع- القرن الثاني ق.م.;ارتفاع61 سم;LOT - ART;جيدة;;https://www.lotart.com/auction/collection_ancient_south_Arabian-lots/Items/127
0-آثارنا المنهوبة_15_p026_22dd2aa6;0-آثارنا المنهوبة_15.pdf;26;26;خاتم;خاتم من الذهب بيضاوي الشكل على شكل حرف D، نفذ عليه نحت لحروف مسند مكون من أربعة احرف ن أ د م، كما يوجد نحت لوجه جانبي لرجل من أعاله وأسفله نحت شعاع.;ذهب;القرن 2 امليالدي;8.74 جرام;ST JAMES'S ANCIENT ART;ممتازة;سبق عرضه في مزاد LAPADA، وكذلك مزاد LOT - ART. تم نشره في القائمة رقم 10 القطعة 004 في مزاد LAPADA وكذلك القطعة 027 في مزاد LOT – ART بنفس القائمة.;https://www.ancient-art.co.uk/near-eastern/south-arabian-gold-childs-ring
0-آثارنا المنهوبة_15_p027_0e0a774f;0-آثارنا المنهوبة_15.pdf;27;27;تمثال لحيوان الأسد;تمثال لحيوان الأسد من حجر المرمر رابض على قاعدة مستطيلة الشكل، هناك بعض الشقوق والرسوبيات، كذلك بعض الخدوش.;حجر المرمر;القرن 1 – 4 قبل الميلاد;12.5 × 9.5 سم;ST JAMES'S ANCIENT ART;جيدة، ويبدو أنه قد تم ترميمها;يوجد شبيهة لها أو قد تكون هي وسبق عرضها في مزاد LAPADA، تم نشره في القائمة 10 القطعة 003 في مزاد LAPADA.;https://www.ancientart.co.uk/new-items/south-arabian-lion-alabaster-statuette/27
