artifact_id;wb_txt_shrt;wb_txt_lg;looted_text
0-آثارنا المنهوبة_14_p032_82525ee5;Relief head, alabaster, South Arabian, circa 3rd century B.C./1st century A.D. Female head with large eyes inlaid with calcite and green stone, grooved eyebrows, long hair, and a necklace.;Relief head, alabaster, South Arabian, circa 3rd century B.C./1st century A.D. The object depicts a woman’s head in relief and is carved in alabaster. It has large eyes inlaid with calcite and green stone, with one inlay remaining, grooved eyebrows, long hair, and a necklace. The description identifies the piece as South Arabian and dates it to the circa 3rd century B.C./1st century A.D.;"Human statue head, marble stone, carved with inlaid gemstone eyes; the eyebrows are rendered as two drifting horizontal lines, the nose is prominently carved, broad at the base, and the mouth is indicated by a horizontal line below. Marble stone. 3rd century B.C. / 1st century A.D."
0-آثارنا المنهوبة_14_p035_4c0a409e;Stele, marble, South Arabian/Sabaean, with inscription, 10.8 cm long. Funerary or memorial stele depicting a stylised face in high relief, with the name Sarhan (SRHN) inscribed upside-down on the forehead in Sabaean letters.;Stele, marble, South Arabian/Sabaean, with inscription, 10.8 cm long. Funerary or memorial stele depicting a stylised face in high relief. The face has a flat forehead, bulging eyes, extended eyebrows merging at the centre of the face into a long nose, and a closed mouth with broad lips. On the forehead, the name is inscribed upside-down in the tradition of tomb dedications, with Sabaean letters reading the name Sarhan (SRHN). The object is identified as South Arabian/Sabaean and dated broadly to the pre-Islamic period.;"Statue, material not specified, depicting a human face with a prominent head, frontal features, button-like details, and a mouth carved in a small, visible, smiling manner; the front is marked by a blade-like line running from left to right with the letters L./Bester. Dated to the third to first century B.C."
0-آثارنا المنهوبة_14_p036_90bc3926;"Stone slab with high-relief carved abstract face, showing a triangular nose, deep-set oval eyes, a small mouth, a prominent brow ridge, well-groomed eyebrows, and the suggestion of a crown or headdress. Dimensions: L: 370 mm; W: 195 mm.";Stone slab with high-relief carved abstract face, carved in stone and depicting a triangular nose, deep-set oval eyes, a small mouth, a prominent brow ridge, and well-groomed eyebrows, with the suggestion of a crown or headdress. The object is a slab form and measures 370 mm in length and 195 mm in width.;Object type not specified, material not specified. The source text identifies the item as “A witness’ grave” and includes the numbers “6 16 . 200 - 100 LOT - ART LOT - ART,” but provides no further factual description of the object, its material, typology, dimensions, technique, or date.
0-آثارنا المنهوبة_14_p037_d8eb0074;Scorpion, bronze, South Arabian, Hellenistic Period, 3rd–2nd century BCE.;Scorpion, bronze, South Arabian, Hellenistic Period, 3rd–2nd century BCE. The object is identified as a South Arabian bronze scorpion and is dated to the Hellenistic Period.;"Scorpion, bronze. Bronze scorpion with six legs, three on each side, and a back appendage on the side. Dated to the 3rd–2nd century BC. Dimensions: 10 MS; 118.9 GG."
0-آثارنا المنهوبة_14_p038_e61326bd;Stone head with typical South Arabian characteristics, showing a somber countenance, almond-shaped eyes, arched brows, a straight nose, high cheekbones, a closed mouth, high-set ears, and a chin-length coiffure. Dimensions: 2.4 in W x 2.5 in H (6.1 cm x 6.4 cm).;Stone head with typical South Arabian characteristics, carved with a somber countenance, almond-shaped eyes, arched brows, a straight nose, high cheekbones, and a closed mouth. The head is flanked by a pair of high-set ears and has a chin-length coiffure. Dimensions are 2.4 in W x 2.5 in H (6.1 cm x 6.4 cm).;Human statue head, limestone. Head of a human statue carved in limestone, with poorly carved eyes, two eyebrows rendered as a prominent arched form, a prominent nose, and a mouth represented by an empty horizontal line. Dated from the 3rd century BC to the 1st century AD.
0-آثارنا المنهوبة_14_p039_ddf060e7;"Stele fragment, alabaster, carved in high relief from a rectangular plaque with the lower section missing. The fragment depicts a bull head with incised eyes, brows, and muzzle; the small ears are carved in lower relief behind the horns, one of which is missing. Height 16.4 cm. South Arabian, circa 1st century B.C.";Stele fragment, alabaster, carved in high relief from a rectangular plaque with the lower section missing. The surviving decoration consists of a bull head protruding from the plaque, with the details of the eyes, brows, and muzzle incised. The small ears are carved in lower relief behind the horns, one of which is missing. The object measures 16.4 cm in height. It is identified as South Arabian and dated to circa 1st century B.C.;"Stone plate, marble stone. The object is described as a stone plate with a weighted figure of Ruth Sahrb of the European Union; the left horn is broken, and the eyes are surrounded by high-profile lines. The text also identifies it as “Christmas ointment” and “LOT - ART Bad.”"
0-آثارنا المنهوبة_14_p040_58885c6e;Limestone stele fragment, finely engraved, with a naturalistically sculpted human face showing long eyebrows, elongated almond-shaped eyes, and a prominent nose. Width: 8 cm.;Limestone stele fragment, finely engraved, preserving a naturalistically sculpted human face with long eyebrows, elongated almond-shaped eyes, and a prominent nose. The object measures 8 cm in width. It is described as a fragment of a larger monumental stone relief. Anthropomorphic stelae of this type have been recovered in funerary areas across the South Arabian peninsula. Provenance: private German collection, Cologne.;Limestone object, drawn from bottom to top, with a human face reflected on its surface.
0-آثارنا المنهوبة_14_p041_6240297d;"Ibex, alabaster, South Arabian, circa 1st century A.D. Height 5 3/8 inches (14 cm); height with stand 5.8 inches (15 cm).";Ibex, alabaster, South Arabian, circa 1st century A.D. The object is described as an ibex carved in alabaster. Its height is given as 5 3/8 inches (14 cm), and the height with stand is recorded as 5.8 inches (15 cm).;Statue, marble stone: oak statue on a rectangular base, with a prominent head hanging forward, two prominent eyes, and two curved horns extending to the back and beneath the ears.
0-آثارنا المنهوبة_14_p042_78ff3cb5;"Stele, limestone, South Arabian. Height 14 3/8 inches (36.3 cm); height with stand 17.5 inches (44.5 cm).";Stele, limestone, South Arabian. The object is a limestone stele attributed to South Arabia. It measures 14 3/8 inches (36.3 cm) in height, with a total height of 17.5 inches (44.5 cm) including the stand. The source text notes provenance from a New Jersey private collection of antiquities.;Object, material not specified. Dimensions recorded as 14 3/8 in. (36.3 cm). The source text is fragmentary and does not provide further descriptive, technical, or typological information.
0-آثارنا المنهوبة_14_p043_1add3b82;"Plaque, bronze. South Arabian bronze inscriptional plaque with twelve lines of inscription in raised relief, recording a dedication by Yin'am, his brother, and their sons the Banu Rasham to their god LBNH, bull of M'RBN, in his sanctuary at Sim'ân. Circa 1st century A.D.; 23.5 cm high, 15.7 cm wide.";Plaque, bronze. South Arabian bronze inscriptional plaque preserving twelve lines of inscription in raised relief. The text records that Yin'am, his brother, and their sons the Banu Rasham dedicated the plaque to their god LBNH, bull of M'RBN, in his sanctuary at Sim'ân, as an inscription of divine ordinance ordered for them in his property, for their wellbeing and the wellbeing of all that he has acquired and will acquire, and for the removal of evil, wrong, ill-will, injustice, WTRKS, and 'W/'F of an enemy both far and near. Circa 1st century A.D. Dimensions: 23.5 cm high, 15.7 cm wide.;Rectangular tablet, bronze, with an engraved inscription in 12 lines. Metal: bronze. Dimensions: 23.5 × 15.7 cm. First century AD. The tablet has holes in the four corners and is described as in very good condition.
0-آثارنا المنهوبة_14_p044_dfa1c7a5;Female figure, limestone, South Arabian, circa 3rd century B.C.–1st century A.D. The face retains remnants of a dark resin. Height 24 cm.;Female figure, limestone, South Arabian, circa 3rd century B.C.–1st century A.D. The figure is made of limestone and preserves remnants of a dark resin on the face. The source text notes that a comparable female figure in the British Museum has a brown coating identified by chemical analysis as containing plant oils and conifer resins, suggesting either a conifer resin varnish mixed with oils or an oil perfumed with resin applied in thick layers. The object is recorded as 24 cm high.;"Human statue, limestone. Human figure seated, carved in limestone; broken at the organs. The figure has two inset eyes. First century AD."
