0-آثارنا المنهوبة_27_p020_f496e530;متحف الفن اﻹسﻼمي;;;;An animal statue.;An image of a camel from a limestone with clear features, neck and head up, top of the sleeve slam, standing on four lists on a rectangular basis, decorating the fat lines and forming an engineering form, perhaps a cover of the embroidered cloth.;Jerry.;Pre-Islam;;Museum of Islamic Art;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_27_p021_27fbc509;;متحف الفن الإسلامي;;;;An animal statue.;The head of a male sheep is clearly made of bronze, eyes with gems, short horns, ears hanging by the neck, the front covers the wrinkle hair, it has a nudge in the middle of the head for comment.;Bronze.;Pre-Islam;;Museum of Islamic Art;;;;;;;;;;;;;;
0-آثارنا المنهوبة_27_p021_8f9b970c;;;;Ow! Ow! Ow! Ow!;A bowl of subdued silver, with fat as a rich and cylindrical neck, which links the fat to the neck with a curved handle, on the fat with letters with a line of two lines.;Silver.;Pre-Islam;;Museum of Islamic Art;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_27_p022_77352742;;;;Ow! Ow! Ow! Ow!;A cup of bronze, a cylindrical shape, has a wide crater, surrounds the body with three lines written in the line, and is attached to a human statue with a helmet holding its hands with the fat of the vessel.;Bronze.;Pre-Islam;;Museum of Islamic Art;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_27_p022_77c4c0c3;;متحف الفن الإسلامي;;;;A tombstone.;He saw a flat grave of limestone carved on the face of a clear-cut human being, the eyes of two engraved jackets, with a pupils &apos;;;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_27_p023_f3c1d9ac;;Vaporized.;A evaporated round-shaped bronze, with a cone base at one end of it, a decorative component, a flat, sedentary mass that sticks to a large, broken horns of an oak, and a missing part of it, clearly standing on a flat bulb from the same vapor, represents a handle.;The bronze.;Pre-Islam;;Museum of Islamic Art;Big horns broken and missing a part of it.;Pross.;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_27_p023_8acec1fa;;Weapons.;A metal dagger has a handle of gold with small manicatures and geometrics, and a gold gutter is a hollow plate with a fixed ring of gold and a round-shaped sideknot.;Gold.;Pre-Islam;;Museum of Islamic Art;;;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة 30_p002_4065828c;A human statue.;Description of the piece: . . . . .;Marble.;The horn's all right, the horn's all right, the horn's all right, the horn's all right, the horn's all right, the horn's all right, the horn's all right, the horn's all right, the horn's all right.;The height is 3.8 centimeters.;LiveAuctioneers;Good.;It's on sale this December.;;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة 30_p003_2e0f1399; وقد تلقّى هذه القطعة في أواخر خمسينيات القرن العشرين من أنطونين بيسه الثاني.;https://www.artcurial.com/en/sales/4042/lots/46-a;A human statue.;A human statue.;Marble.;First century B.C.E.;The height is 19 centimeters.;Artcurial;Good.;The site shows that the piece was with Jean-Sovaniarge (1915-2002), a French diplomat and former minister, and was received in the late 1950s by Antonine Bisse II.;;;;;;;;;;;;;;;
0-آثارنا المنهوبة 30_p004_e96b4190;A human statue.;;Jerry's Stone.;First century B.C.E.;The height is 23 centimeters.;Artcurial;Good.;;;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة 30_p005_10baea5a;A human statue.;Description of the piece: . . . . .;Marble.;The century A.M.;The height is 28.5 centimeters.;Drouot;Good.;It's on sale this December.;;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة 30_p006_6686f187;معروضة للبيع في شهر ديسمبر الحالي;https://www.lot-art.com/auction-lots/TETE-MASCULINE/71-tete_masculine-11.12.25-monte;A human statue.;;Marble.;3rd century - 2nd century B.C.E.;Altitude: 15.5 cm, width: 11.4 cm, depth: 7.5 cm;Drouot / LOT-ART;Good.;It's on sale this December.;;;;;;;;;;;;;;;
0-آثارنا المنهوبة 30_p007_f4603e0c; الواليات المتحدة األمريكية; مقتناة قبل أكثر من20 عاماً من قبل الزوج المتوفّى للسيدة التي تعرض القطعة.;https://www.bidsquare.com/online-auctions/artemis-gallery/south-arabian-stone-idol-figure-1383536;A human statue.;;Jerry's Stone.;300 B.C.E. 100 C.E.;17.5 centimeters, 7.6 centimeters.;Bidsquare;Good.;The site shows that the piece: from a special group in the Texas Valley, the U.S. America, was acquired more than 20 years ago by the deceased husband of the woman offering the piece.;;;;;;;;;;;;;;
0-آثارنا المنهوبة 30_p008_6098ac5e;A human statue.;;Jerry's Stone.;3rd century B.M.I.;The height is 19.5 centimeters.;Bonhams;Good.;The site shows that the piece was the property of an althar and primitive art dealer at Christis House, London, February 25, 1975, Lot 172.;;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة 30_p009_8f0c48a1; تأسست في سبعينيات القرن العشرين.;https://www.bonhams.com/auction/20668/lot/181/a-south-arabian-limestone-seated-figure/;A human statue.;;Jerry's Stone.;First century B.C.E.;The height is 47 centimeters.;Bonhams;Good.;The site shows that the piece is part of a special American group, Los Angeles, founded in the 1970s.;;;;;;;;;;;;;;;
0-آثارنا المنهوبة 30_p010_82b6e20a;يوضح الموقع ان القطعة : ;شراء بواسطة هدية السيد والسيدة ناثانييل سبير االبن1982;https://www.metmuseum.org/art/collection/search/326695;A human statue.;Description of the piece: . . . . .;Marble.;Late 2000 B.C.E.;The height is 37.6 cm, the width is 11.5 cm, the depth is 10.7 cm.;Metropolitan Museum;Good.;The location shows that the piece was purchased by the gift of Mr. and Mrs. Nathaniel Spear Jr., 1982.;;;;;;;;;;;;;;
0-آثارنا المنهوبة 30_p011_2fc817ec;A human statue.;;Marble.;The fourth century - the first century before the Miles.;The height is 44.5 centimeters.;Freeman’s;Good.;;;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة 30_p012_4aa6b43c;A human statue.;;Bronze.;6th century B.C.E.;The height is 24 centimeters.;Artcurial;Good.;;;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة 30_p013_d3799f39;https://www.artcurial.com/en/sales/2192/lots/64-a;A human statue.;;Bronze.;First century B.C.E.;The height is 30.5 centimeters.;Artcurial;Good.;The site shows that the piece: from an old Belgian group, dates back to 1968.;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة 30_p014_9bc22dd3;يوضح الموقع بان جهة الاقتناء: صندوق بايفر;1993;https://www.metmuseum.org/art/collection/search/327483;A inscription.;The name of the piece is not included in the text.;Bronze.;At the end of the first millennium,;Altitude 27.6 cm, width 15.2 cm, fish 1.3 cm;Metropolitan Museum;Good.;The location shows the acquisition: Bayfer Box, 1993;;;;;;;;;;;;;;
0-آثارنا المنهوبة 30_p015_0355db58;قسم الشرق الأوسط / يذكر الموقع ان القطعه من بيحان;https://www.britishmuseum.org/collection/object/W_1925-0724-9;Seal.;Stamp the name of the piece: not mentioned;Cripple.;From the first century, almost before the miles.;Altitude: 1.50 cm, height: 1 cm, width: 1 cm;British Museum;Good.;Middle East Division reports the location is a piece of Behhan.;;;;;;;;;;;;;;;
0-آثارنا المنهوبة 30_p016_52fdfd6f;الموقع يوضح أن القطعة كانت لدى تاجر من تعز يدعى أحمد قبل أن تُهدى إلى المتحف في 2007.;https://art.thewalters.org/object/42.1512/;Seal.;Stamp the name of the piece: It is not mentioned in the text. The site explains that the piece: A gift from Giroux and Caroline Foster in 2007 and earlier had a trader from Taiz named Ahmed.;Cripple.;For the sixth century... 5th century...;Altitude: 1.8 cm, width: 1.2 cm, fish: 0.5 cm;Walters Art Museum of Arts;Good.;The site shows that the piece was owned by a Taiz dealer named Ahmed before being given to the museum in 2007.;;;;;;;;;;;;;;;
0-آثارنا المنهوبة 30_p017_6c61750c;A tombstone.;A tombstone.;Jerry's Stone.;Around the 2nd century B.C.E.;The height is 32.4 centimeters.;Christies;Good.;It's on sale this December.;;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة 30_p018_880a3521;Metropolitan Museum;جيدة;يوضح الموقع بان القطعة: هدية من الدكتور سيدني أ.تشارالت; تخليدًا لذكرى والديه; نيومان وأديل تشارالت;1949;https://www.metmuseum.org/art/collection/search/324075;Vaporized.;;Bronze.;About the middle of the first century.;Altitude: 27.7 cm, width: 23.7 cm, depth: 23.2 cm, base measure: 14.8 cm, edge diameter: 16.6 cm;Metropolitan Museum;Good.;The site explains that the piece is a gift from Dr. Sydney A. Charlotte, to commemorate his parents, Newman and Adele Charlotte, 1949.;;;;;;;;;;
0-آثارنا المنهوبة 30_p019_bfd02ae9;معروضة للبيع في شهر ديسمبر الحالي;https://www.liveauctioneers.com/item/221108364_a-south-arabian-alabast-er-votive-circa-3rd1st-century-bc-london-london;An animal statue.;Animal statue.;Marble.;Third to first century B.C.E.;The height is 19 cm, the width is 14 cm, the height is 19 cm.;LiveAuctioneers;Good.;It's on sale this December.;;;;;;;;;;;;;;;
0-آثارنا المنهوبة 30_p020_5b4e7eb9;جيدة;;https://www.metmuseum.org/art/collection/search/328941;An animal statue.;;The bronze.;Mid to late 1000 B.C.E.;Altitude: 24.2 cm;;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة 30_p021_65971c7e;جيدة;يوضح الموقع بان القطعة: هدية من أليستير برادلي مارتن1953;https://www.metmuseum.org/art/collection/search/324255;An animal statue.;;Bronze.;5th century B.C.E.;The height is 12.8 cm, the width is 3.8 cm, the depth is 7.4 cm/dimensional base: the width is 3.3 cm, the depth is 5.8 cm;Metropolitan Museum;Good.;The location shows that the piece is a gift from Alistair Bradley Martin 1953.;;;;;;;;;;;;;;
0-آثارنا المنهوبة 30_p022_151bed79; تم الحصول عليهما في اليمن في الستينيات عن طريق النسب إلى المالك الحالي;https://www.sothebys.com/en/buy/auction/2021/ancient-sculpture-and-worksof-art-part-i/a-south-arabian-veined-alabaster-bull-stele;;;Marble.;3rd century B.M.I.;The height is 15.5 centimeters.;Sotheby's;Good.;The site shows that it came from the group of the late Antoine Bess (1927-2016) and Christian Bess (1928-2021), Aden and Paris, obtained in Yemen in the 1960s by descent to the current owner.;;;;;;;;;;;;;;;
0-آثارنا المنهوبة 30_p023_ed1e9a07;غير مكتمل;يوضح الموقعين بان القطعة من مجموعة سميث السابقة; نيويورك;https://www.liveauctioneers.com/item/50103156_south-arabian-alabaster-stele-w-inscription-louisville-co%0a https:/www.invaluable.com/auction-lot/south-arabian-alabaster-stele-w-inscription-53-c-c924a55803;Paint.;Plate of the name of the piece: Deposed Yemeni marks. Description of the piece is not mentioned in the extract text. The two sites indicate that the piece is from the former Smith Group, New York.;Marble.;I'm gonna go ahead and see if I can get ahold of this.;10 cm long, 14 cm wide, 3.6 cm high.;Invaluable/ LiveAuctioneers;Incomplete.;The two sites show that the piece is from the former Smith Group, New York.;;;;;;;;;;;;;
0-آثارنا المنهوبة 30_p024_e5663af0;https://www.liveauctioneers.com/item/221108153_a-south-arabian-alabaster-libation-table-circa-2nd-century-bc-2nd-century-ad-london-london;Crabs table.;;Marble.;2nd century B.C.E. 2nd century B.C.E.;28 centimeters long, 20 centimeters wide.;LiveAuctioneers;Good.;It's on sale this December.;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة 30_p025_442127da;معروضة للبيع في شهر ديسمبر الحالي;https://www.liveauctioneers.com/item/221108365_a-south-arabian-alabaster-libation-table-circa-2nd-century-bc2nd-century-ad-london-london;An altar.;The description of the piece is not mentioned.;Marble.;2nd century B.C.E., 2nd century B.C.E.;38 cm tall, 20 cm high, 7 cm wide.;LiveAuctioneers;Good.;It's on sale this December.;;;;;;;;;;;;;;;
0-آثارنا المنهوبة 30_p026_bffdbce6;Crabs table.;Crabs table.;Marble.;Fourth-third century B.C.E.;It's 25 centimeters long.;Freeman’s;Good.;;;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة 30_p027_144a55e3;An architectural component.;;Marble.;3rd - 5th century B.C.E.;Show 22.5 centimeters.;Freeman’s;Good.;;;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_8_p001_f26b683a;كتب عليه: م ع م ر ǀ ج / ع ر نǀ ذ / ر ح نǀ / و ص د ق نǀ ذ / ش م ل ل ǀ / ب ر ص ف ن;;A tangent freckle.;A stone stain of polished marble squared with an engraved line of three lines.;Marble.;Pre-Islam.;18 cm wide, 02 cm high, 8 cm fat;The Zanzibar Museum;Missing.;It was written on the following: M.A.R.R.A.A.A.A.A.A.A.A.A.A.A.A.A.A.A.A.A.A.A.A.A.A.A.A.A.A.A.A.A.A.A.A.A.A.A.A.A.A.A.A.A.A.A.A.A.A.A.A.A.A.A.A.A.A.A.A.A.A.A.A.A.A.A.A.A.A.A.A.A.A.A.A.A.A.A.A.A.A.A.A.A.A.A.A.A.A.A.A.A.A.A.A.A.A.A.A.A.A.A.A.A.A.A.A.A.A.A.A.A.A.A.A.A.A.A.A.A.A.A.A;;;;;;;;;;;;;;;
